ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA,SEDESCOLASTICA
202425,CENTRO,LAZIO,ROMA,RMIC8A500N,ISTITUTO COMPRENSIVO CASTELGAND,RMEE8A501Q,SCUOLA PRIMARIA LE MOLE,VIA MOLE DI CASTELGANDOLFO SNC,00040,C116,CASTEL GANDOLFO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8A500N@istruzione.it,Non Disponibile,iccastelgandolfo.weebly.com,NO
202425,CENTRO,LAZIO,LATINA,LTIC80800B,IST. COMPR. ROCCAGORGA-MAENZA,LTEE80803G,SANTA REPARATA,VIA SAN SEBASTIANO SNC,04010,E798,MAENZA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,LTIC80800B@istruzione.it,Non Disponibile,www.icroccagorgamaenza.gov.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC843003,I.C. CERVARO,FREE843048,S.VITTORE LAZIO S.CESAREO,VIA STAZIONE,03040,I408,SAN VITTORE DEL LAZIO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC843003@istruzione.it,Non Disponibile,WWW.istitutocomprensivocervaro.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8B5008,TULLIO DE MAURO,RMIC8B5008,TULLIO DE MAURO,VIA F. SANTI 65,00155,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8B5008@istruzione.it,rmic8b5008@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DE00D,IC FRASCATI I,RMAA8DE02B,FRASCATI I - COCCIANO,VIA PALMIRO TOGLIATTI,00044,D773,FRASCATI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8DE00D@istruzione.it,Non Disponibile,www.icfrascati1.edu.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC819003,I.C. GROTTE DI CASTRO,VTIC819003,I.C. GROTTE DI CASTRO,VIA A. RUSPANTINI11,01025,E210,GROTTE DI CASTRO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,VTIC819003@istruzione.it,vtic819003@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8CV00V,"""GINO STRADA""",RMMM8CV01X,DELEDDA,VIA FORTIFIOCCA 84,00179,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8CV00V@istruzione.it,Non Disponibile,www.ic-vialatina303.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC82800T,I.C. MONTEFIASCONE,VTAA82802Q,PLESSO DI VIA CASSIA,VIA CASSIA NUOVA 1,01027,F499,MONTEFIASCONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,VTIC82800T@istruzione.it,Non Disponibile,www.icmontefiascone.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC81500N,"""ANGELICA BALABANOFF""",RMIC81500N,"""ANGELICA BALABANOFF""",VIA A. BALABANOFF 62,00155,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC81500N@istruzione.it,rmic81500n@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8A3002,IC VITO VOLTERRA,RMAA8A302X,C. U. 2,VIA CARDINALE F. CHIGI 2,00040,A401,ARICCIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8A3002@istruzione.it,Non Disponibile,www.icvitovolterra.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8A600D,ISTITUTO COMPRENSIVO ZAGAROLO,RMAA8A601A,MATERNA I.C. ZAGAROLO,COLLE DEI FRATI N.3,00039,M141,ZAGAROLO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8A600D@istruzione.it,Non Disponibile,www.iczagarolo.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BR004,ISTITUTO COMPRENSIVO LARIANO,RMIC8BR004,ISTITUTO COMPRENSIVO LARIANO,VIA URBANO IV 3,00076,M207,LARIANO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8BR004@istruzione.it,rmic8br004@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,RIETI,RIIC81700P,"""PROF. FERRUCCIO ULIVI""",RIAA81708V,POGGIO NATIVO,VIA ROMA,02030,G765,POGGIO NATIVO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RIIC81700P@istruzione.it,Non Disponibile,RIIC81700P@ISTRUZIONE .IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8B5008,TULLIO DE MAURO,RMEE8B503C,ITALO CALVINO,VIA A.BONGIORNO 25,00155,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8B5008@istruzione.it,Non Disponibile,WWW.ICTULLIODEMAURO.EDU.IT,NO
202425,CENTRO,LAZIO,RIETI,RIIC81700P,"""PROF. FERRUCCIO ULIVI""",RIAA817124,CASTELNUOVO DI FARFA,VIA SANTA MARIA,02031,C224,CASTELNUOVO DI FARFA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RIIC81700P@istruzione.it,Non Disponibile,www.icspoggiomoiano.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC80000R,"ISTITUTO COMPRENSIVO""L.CAETANI""",LTEE800042,ISOLABELLA,VIA DEI RANGERS,04012,C740,CISTERNA DI LATINA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,LTIC80000R@istruzione.it,Non Disponibile,www.icleonecaetani.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC84400E,IST.COMPR. ARTURO TOSCANINI,LTMM84401G,VIA AMBURGO,VIA AMBURGO,04011,A341,APRILIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,LTIC84400E@istruzione.it,Non Disponibile,www.ictoscaniniaprilia.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8E300C,LARGO COCCONI,RMEE8E302G,VIA M.TENORE,VIA M.TENORE 15,00171,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8E300C@istruzione.it,Non Disponibile,www.largococconi.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC80600V,ISTITUTO COMPRENSIVO VIRGILIO,RMEE806033,TRENTO E TRIESTE,VIA DEI GIUBBONARI 41,00186,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC80600V@istruzione.it,Non Disponibile,www.icvirglioroma.gov.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC826009,I.C. SAN GIORGIO A LIRI,FREE82606L,VALLEMAIO CAPOLUOGO,PIAZZA ANNUNNZIATA 13,03040,L605,VALLEMAIO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC826009@istruzione.it,Non Disponibile,www.scuoleicsangiorgioaliri.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8CN00V,"IC ""SAN VITTORINO-CORCOLLE""",RMIC8CN00V,"IC ""SAN VITTORINO-CORCOLLE""",VIA SPINETOLI 96,00132,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8CN00V@istruzione.it,rmic8cn00v@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8F8006,I.C. VELLETRI SUD-OVEST,RMAA8F8046,SOLE E LUNA,VIA DEI CINQUE ARCHI,00049,L719,VELLETRI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8F8006@istruzione.it,Non Disponibile,ICVELLETRISUDOVEST.IT,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC848006,I.C. 2^ VEROLI,FRAA848024,VEROLI GIGLIO,VIA I LUCI,03029,L780,VEROLI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC848006@istruzione.it,Non Disponibile,https//www.icveroli2.edu.it/,NO
202425,CENTRO,LAZIO,ROMA,RMIC8C4003,I.C. ANZIO IV,RMIC8C4003,I.C. ANZIO IV,VIA ARDEATINA N. 81,00042,A323,ANZIO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8C4003@istruzione.it,rmic8c4003@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DP005,IC CITTA'DEI BAMBINI,RMMM8DP016,VIA SAN GIORGIO 25,VIA S.GIORGIO 25,00013,F127,MENTANA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8DP005@istruzione.it,Non Disponibile,www.iccittadeibambinimentana.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC88000R,ESPAZIA -MONTEROTONDO,RMEE88001V,MONTEROTONDO - VIA KENNEDY,VIA KENNEDY,00015,F611,MONTEROTONDO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC88000R@istruzione.it,Non Disponibile,www.espazia.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC826009,I.C. SAN GIORGIO A LIRI,FRMM82605E,SEZ. STACCATA VALLEMAIO,PIAZZA ANNUNZIATA 13,03040,L605,VALLEMAIO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,FRIC826009@istruzione.it,Non Disponibile,www.scuoleicsangiorgioaliri.edu.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC82800T,I.C. MONTEFIASCONE,VTAA82803R,PLESSO DI ZEPPONAMI,VIA GIGLIO VECCHIO,01027,F499,MONTEFIASCONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,VTIC82800T@istruzione.it,Non Disponibile,www.icmontefiascone.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC83100G,IC VIA DELLE ALZAVOLE,RMEE83104R,AURELIO POZZI,VIA CASILINA 1374,00133,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,http//istitutoalzavole.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BS00X,ISTITUTO COMPRENSIVO PER SORDI,RMIC8BS00X,ISTITUTO COMPRENSIVO PER SORDI,VIA NOMENTANA 56,00161,H501,ROMA,SPEC. PER SORDOMUTI,ISTITUTO COMPRENSIVO,NO,RMIS092007,RMIC8BS00X@istruzione.it,rmis092007@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,VITERBO,VTMM047008,CPIA GIUSEPPE FOTI,VTEE700017,SC. CARCERARIA,Non Disponibile,01100,M082,VITERBO,SPEC. PER CARCERARI,SCUOLA PRIMARIA,NO,Non Disponibile,VTMM047008@istruzione.it,Non Disponibile,www.scuolavanniviterbo.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC877001,"ISTITUTO COMPRENSIVO ""O.ROVERE""",RMAA87701T,SCUOLA DELL'INFANZIA,P.ZZA CARLO STEFANINI 1,00068,H288,RIGNANO FLAMINIO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC877001@istruzione.it,Non Disponibile,http//www.olgarovere.com,NO
202425,CENTRO,LAZIO,VITERBO,VTIC804009,PAOLO III CANINO,VTMM80401A,SCUOLA SEC. I CANINO,VIA DI MONTALTO SNC,01011,B604,CANINO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,VTIC804009@istruzione.it,Non Disponibile,www.icpaoloterzo.edu.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC843003,I.C. CERVARO,FRAA843087,VITICUSO S.ANTONINO INFANZIA,VIA S.ANTONINO,03040,M083,VITICUSO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC843003@istruzione.it,Non Disponibile,WWW.ISTITUTOCOMPRENSIVOCERVARO.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8A500N,ISTITUTO COMPRENSIVO CASTELGAND,RMMM8A501P,DANTE ALIGHIERI CASTELGANDOLFO,VIA UGO LA MALFA 3,00040,C116,CASTEL GANDOLFO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8A500N@istruzione.it,Non Disponibile,iccastelgandolfo.weebly.com,NO
202425,CENTRO,LAZIO,ROMA,RMMM67400Q,CPIA 7 - ANNA MARIA LORENZETTO,RMEE714013,CARCERE DI VELLETRI,VIA CAMPO LEONE 97,00049,L719,VELLETRI,SPEC. PER CARCERARI,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DE00D,IC FRASCATI I,RMIC8DE00D,IC FRASCATI I,VIA RISORGIMENTO 3,00044,D773,FRASCATI,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8DE00D@istruzione.it,rmic8de00d@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,VITERBO,VTIC819003,I.C. GROTTE DI CASTRO,VTMM819025,SCUOLA SEC. I GRADOLI,VIA INDIPENDENZA,01010,E126,GRADOLI,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,VTIC819003@istruzione.it,Non Disponibile,www.icgrottedicastro.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC80100T,"I.C. "" PAOLO RUFFINI""",VTEE80101X,SC. PRIMARIA PAOLO III,VIA DEL POGGIO N. 30,01018,L569,VALENTANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,VTIC80100T@istruzione.it,Non Disponibile,www.istitutocomprensivovalentano.org,NO
202425,CENTRO,LAZIO,ROMA,RMIC8B5008,TULLIO DE MAURO,RMMM8B5019,VIALE F.SANTI81,VIALE F.SANTI81 - ROMA,00155,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8B5008@istruzione.it,Non Disponibile,WWW.ICTULLIODEMAURO.EDU.IT,NO
202425,CENTRO,LAZIO,RIETI,RIIC81700P,"""PROF. FERRUCCIO ULIVI""",RIAA81701G,"SCUOLA MATERNA ""L. DA VINCI""",VIA UGO FOSCOLO,02037,G764,POGGIO MOIANO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RIIC81700P@istruzione.it,Non Disponibile,www.icspoggiomoiano.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC826009,I.C. SAN GIORGIO A LIRI,FREE82604E,S.ANDREA DEL G. CAPOLUOGO,VIA FONTANA 1,03040,I265,SANT'ANDREA DEL GARIGLIANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC826009@istruzione.it,Non Disponibile,www.scuoleicsangiorgioaliri.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DH001,IC FREGENE -PASSOSCURO,RMEE8DH035,OSPEDALE BAMBIN GESU',VIA S. CARLO A PALIDORO,00050,M297,FIUMICINO,C/O IST. OSPEDALIERO,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8DH001@istruzione.it,Non Disponibile,no,NO
202425,CENTRO,LAZIO,ROMA,RMIC8E300C,LARGO COCCONI,RMIC8E300C,LARGO COCCONI,LARGO COCCONI 10,00171,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8E300C@istruzione.it,rmic8e300c@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8CV00V,"""GINO STRADA""",RMEE8CV022,VILLA LAZZARONI,VIA APPIA NUOVA 522,00181,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8CV00V@istruzione.it,Non Disponibile,www.ic-vialatina303.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EK00L,ANNA FRAENTZEL CELLI,RMEE8EK01P,PICCININI,VIA F.FIORENTINI 48,00159,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8EK00L@istruzione.it,Non Disponibile,www.icannacelli.gov.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC821006,I.C. ATINA,FRAA821035,BELMONTE CASTELLO CAPOLUOGO,VIA LARGO MONTANO,03040,A763,BELMONTE CASTELLO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC821006@istruzione.it,Non Disponibile,WWW.IC-ATINA.EDU.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8F8006,I.C. VELLETRI SUD-OVEST,RMEE8F8018,COLLE PAGANICO,VIA DI PAGANICO53,00049,L719,VELLETRI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8F8006@istruzione.it,Non Disponibile,icvelletrisudovest,NO
202425,CENTRO,LAZIO,ROMA,RMIC8C500V,I.C. ANZIO I,RMAA8C502R,ANZIO I - QUARTIERE EUROPA,VIA LUSSEMBURGO,00042,A323,ANZIO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8C500V@istruzione.it,Non Disponibile,www.anziouno.edu.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC83200L,I.C. ISOLA DEL LIRI,FRAA83210X,STAZIONE INFANZIA,LOC. STAZIONE,03036,E340,ISOLA DEL LIRI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC83200L@istruzione.it,Non Disponibile,www.icisoladelliri.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8BR004,ISTITUTO COMPRENSIVO LARIANO,RMMM8BR015,A. CAMPANILE,VIA URBANO IV 3,00076,M207,LARIANO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8BR004@istruzione.it,Non Disponibile,www.comprensivolariano.edu.it.IT,NO
202425,CENTRO,LAZIO,VITERBO,VTIC827002,ISTITUTO OMNICOMPRENSIVO ORTE,VTEE827025,"PRIMARIA ""DON P. ARCANGELI""",VIA DEI CORDARI 17,01028,G135,ORTE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,VTIC827002@istruzione.it,Non Disponibile,www.scuoleorte.gov.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC84500A,I.C. A. VOLTA,LTAA84504A,PIAZZA DANTE,PIAZZA DANTE,04100,E472,LATINA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC84500A@istruzione.it,Non Disponibile,www.icvoltalatina.edu.it,NO
202425,CENTRO,LAZIO,RIETI,RIIC81600V,IC A.M.RICCI,RIAA81601Q,VIA FASSINI,VIA FASSINI,02100,H282,RIETI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RIIC81600V@istruzione.it,Non Disponibile,http//www.icamricci.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8E0001,PIAZZA DE CUPIS,RMAA8E001T,VIA LUIGI APPIANI,VIA LUIGI APPIANI 32,00155,H501,ROMA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8E0001@istruzione.it,Non Disponibile,www.icpiazzadecupis.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC85900L,I.C. 1^ FROSINONE,FRAA85904L,FROSINONE MADONNA DELLA NEVE,VIA BARBAGALLO 19,03100,D810,FROSINONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,FRIC85900L@istruzione.it,Non Disponibile,WWW.COMPRENSIVO1.GOV.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8A3002,IC VITO VOLTERRA,RMAA8A301V,ARICCIA - FONTANA DI PAPA,VIA CORIOLANO,00040,A401,ARICCIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8A3002@istruzione.it,Non Disponibile,www.icvitovolterra.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8AZ00T,SEGNI,RMAA8AZ01P,SEGNI - FONTANELLE,VIA DELLA MOLA,00037,I573,SEGNI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8AZ00T@istruzione.it,Non Disponibile,www.comprensivosegni.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC817009,VIA GUICCIARDINI 8,RMMM81701A,VIA BONGHI30,VIA BONGHI 30,00184,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC817009@istruzione.it,Non Disponibile,icguicciardini.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC812008,I.C. FABRICA DI ROMA,VTMM812019,SCUOLA SEC. I FABRICA DI ROMA,PIAZZA DANTE ALIGHIERI,01034,D452,FABRICA DI ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,VTIC812008@istruzione.it,Non Disponibile,icfabricadiroma.edu.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC83700B,I.C. GARIBALDI,LTAA837029,CAMPOLEONE SCALO,VIA DELLA STAZIONE,04011,A341,APRILIA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,LTIC83700B@istruzione.it,Non Disponibile,www.comprensivogaribaldiaprilia.edu.it,NO
202425,CENTRO,LAZIO,VITERBO,VTMM047008,CPIA GIUSEPPE FOTI,VTMM700016,SEDE CARCERARIA,Non Disponibile,Non Disponibile,M082,VITERBO,SPEC. PER CARCERARI,SCUOLA PRIMO GRADO,NO,Non Disponibile,VTMM047008@istruzione.it,Non Disponibile,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8CN00V,"IC ""SAN VITTORINO-CORCOLLE""",RMMM8CN01X,VIA CANTIANO 131,VIA CANTIANO 131,00132,H501,ROMA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,RMIC8CN00V@istruzione.it,Non Disponibile,www.icsanvittorinocorcolle.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DP005,IC CITTA'DEI BAMBINI,RMEE8DP017,MENTANA - C.U.,VIA S. GIORGIO 25,00013,F127,MENTANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8DP005@istruzione.it,Non Disponibile,www.iccittadeibambini.gov.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8A7009,PRIMO LEVI,RMAA8A705A,MARINO - SPIGARELLI,LOC. SPIGARELLI,00040,E958,MARINO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8A7009@istruzione.it,Non Disponibile,primolevimarino.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DG005,IC ALFREDO VINCIGUERRA,RMEE8DG028,DANTE ALIGHIERI,VIA SILVIO PELLICO 1,00034,C858,COLLEFERRO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8DG005@istruzione.it,Non Disponibile,iccolleferro2.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC88000R,ESPAZIA -MONTEROTONDO,RMAA88001N,PARCO BELVEDERE,PIAZZA C.N.L. S.N.C.,00015,F611,MONTEROTONDO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC88000R@istruzione.it,Non Disponibile,www.espazia.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC80300D,"I.O. "" F.LLI AGOSTI"" BAGNOREGIO",VTIC80300D,"I.O. "" F.LLI AGOSTI"" BAGNOREGIO",VIALE F.LLI AGOSTI 7,01022,A577,BAGNOREGIO,NORMALE,ISTITUTO COMPRENSIVO,NO,VTIS01600Q,VTIC80300D@istruzione.it,vtic80300d@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EA00R,LUIGI SETTEMBRINI,RMEE8EA01V,BARTOLOMEI,VIA ASMARA 32,00199,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8EA00R@istruzione.it,Non Disponibile,www.icsettembrini.edu.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC805005,I.C. MONTALTO DI CASTRO,VTEE805017,MONTALTO DI CASTRO,VIA G. GUGLIELMI,01014,F419,MONTALTO DI CASTRO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,VTIC805005@istruzione.it,Non Disponibile,www.icmontaltodicastro.gov.it,NO
202425,CENTRO,LAZIO,VITERBO,VTIC82800T,I.C. MONTEFIASCONE,VTAA82804T,PLESSO DI MOSSE,VIA MOSSE,01027,F499,MONTEFIASCONE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,VTIC82800T@istruzione.it,Non Disponibile,www.icmontefiascone.edu.it,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC843003,I.C. CERVARO,FREE843059,VITICUSO CAPOLUOGO,VIA CERVARO,03040,M083,VITICUSO,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,FRIC843003@istruzione.it,Non Disponibile,www.istitutocomprensivocervaro.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC834003,FANELLI - F.MARINI,RMIC834003,FANELLI - F.MARINI,VIA FRANCESCO ORIOLI 38,00119,H501,ROMA,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC834003@istruzione.it,rmic834003@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,FROSINONE,FRIC80300L,I.C. ESPERIA,FRMM80301N,"S.M. ""S. CLINO ABATE"" ESPERIA",VIA SAN ROCCO 5,03045,D440,ESPERIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,FRIC80300L@istruzione.it,Non Disponibile,www.icesperia.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC85100R,W. A. MOZART,RMEE85102X,MOZART-PRIMARIA C. PORZIANO 1,VIALE DI CASTEL PORZIANO 512,00124,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC85100R@istruzione.it,Non Disponibile,WWW.SCUOLAMOZART.IT,NO
202425,CENTRO,LAZIO,ROMA,RMIC8A400T,IC S.MARIA DELLE MOLE,RMIC8A400T,IC S.MARIA DELLE MOLE,VIA G. PRATI 9,00047,E958,MARINO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,RMIC8A400T@istruzione.it,rmic8a400t@pec.istruzione.it,Non Disponibile,NO
202425,CENTRO,LAZIO,ROMA,RMIC891007,MARINA DI CERVETERI,RMAA891047,-QUARTACCIO-,VIA DI CERI60,00050,C552,CERVETERI,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icmarinadicerveteri.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8DG005,IC ALFREDO VINCIGUERRA,RMAA8DG012,DANTE ALIGHIERI,VIA SILVIO PELLICO,00034,C858,COLLEFERRO,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,RMIC8DG005@istruzione.it,Non Disponibile,iccolleferro2.edu.it,NO
202425,CENTRO,LAZIO,LATINA,LTIC83700B,I.C. GARIBALDI,LTEE83701D,NICOLO' COPERNICO,VIA DEI RUTULI,04011,A341,APRILIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,LTIC83700B@istruzione.it,Non Disponibile,www.comprensivogaribaldiaprilia.edu.it,NO
202425,CENTRO,LAZIO,ROMA,RMIC8EK00L,ANNA FRAENTZEL CELLI,RMEE8EK02Q,ANDREA SANTORO,VIA F. VERDINOIS 54,00159,H501,ROMA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,RMIC8EK00L@istruzione.it,Non Disponibile,www.icannaccelli.gov.it,NO
